0.528274692,0.286785745,1470.446541
0.726350857,0.252885756,1144.602837
1.0405708,0.068609114,2347.638158
0.827960111,0.318855118,2064.297688
0.740394533,0.373568823,2820.252016
0.642750444,0.285108474,2074.866834
0.929645889,0.283207166,2304.034031
0.690124625,0.342060717,1815.936111
0.941944286,0.401805127,1759.91623
0.539209813,0.042676019,4133.424312
0.620320818,0.300047743,2488.091954
0.64252275,0.33057765,2809.875
0.484618467,0.15593145,1605.151515
0.381909529,0.18194127,1669.517544
0.748175857,0.311523843,3284.203804
0.580306385,0.329776797,3087.299401
0.696645818,0.128136972,2864.391071
0.680749786,0.196601846,3129.094937
0.288780357,0.056821236,3150.934932
0.246884833,0.102446771,2822.889764
0.559523182,0.302795478,3181.4801
0.623960667,0.29238523,3087.193694
0.738561625,0.097100142,2563.466165
0.740121333,0.203032071,2679.529703
0.70386425,0.246184213,3518.572614
0.6965944,0.380956213,3180.002688
0.537595571,0.287634208,1391.613537
0.567534917,0.370157392,1374.27933
0.325610226,0.165864453,3318.597113
0.390937,0.145190381,3248.509346
0.9762624,0.137027218,2890.162857
0.809827091,0.238886282,2664.069767
0.564604571,0.340626764,3047.163551
0.689932308,0.285703421,2788.974576
0.369942429,0.182867673,1535.923507
0.419512579,0.30732553,1511.47234
0.557700688,0.203427411,2882.058824
0.484823667,0.284814387,3189.502155
0.556054133,0.172729279,2906.087912
0.6429125,0.18656039,2925.199605
0.713972917,0.041477289,3322.904564
0.713972917,0.041477289,3322.904564
0.84148275,0.40808004,2781.697531
0.970754667,0.407718915,2813.3125
0.617442333,0.078458169,2798.15625
0.708598571,0.103962179,2681.175862
0.992848125,0.314752167,2551.726064
1.2630066,0.107170237,2556.468944
0.6878174,0.048906131,2791.714286
0.6651508,0.064022968,3013.341202
0.795088125,0.062042361,2737.947791
0.741573333,0.227000625,2735.713147
0.568454286,0.087732807,1580.635849
0.545573333,0.086358462,1305.774862
0.4790012,0.165237376,2620.131579
0.451019824,0.230786205,2215.290749
0.509638429,0.179205422,2155.060847
0.449185,0.234178738,2176.028409
0.832406727,0.066139709,4364.464
0.642896563,0.273739805,5082.582969
0.47717635,0.107201542,3422.827128
0.567901875,0.12443823,3462.62549
0.771428889,0.243941506,4196.062222
0.920901333,0.040323344,5041.774194
0.438276524,0.342604777,1047.855705
0.7103191,0.280451642,1464.670103
0.494594308,0.314732634,1841.737288
0.397188111,0.238242023,1864.856725
0.491722133,0.221412385,2280.412451
0.532891933,0.205757418,2531.094937
0.291092042,0.071893517,1372.020388
0.371370235,0.032911674,1433.151869
0.454976,0.203964504,5475.007299
0.536503588,0.225643809,6001.7625
0.709344308,0.277916119,1939.784133
0.465927643,0.323156272,1739.408451
0.902985143,0.097154083,4252.192073
0.928109667,0.065296388,4332.112637
0.622163643,0.058308335,3193.932971
0.599468615,0.20324125,3094.815909
0.238923576,0.168376557,1619.280726
0.261451361,0.182740449,1803.339096
0.407683885,0.214803706,3983.972798
0.330979333,0.202502489,7048.457143
0.8199825,0.085312004,2874.276042
0.826352625,0.271707718,3131.12013
0.894904909,0.270526862,1985.389344
0.626957267,0.297818869,2036.420886
0.565213462,0.263107565,1641.607266
0.465171917,0.290600851,1125.933252
0.33025413,0.188310117,825.1546875
0.300870033,0.185044287,876.3044355
1.106948429,0.08915983,3660.513228
0.75762925,0.198281623,5932.222222
0.82256,0.307773272,5854.029255
0.665648,0.182255896,4284.256809
0.756280091,0.052001739,4012.584746
0.7607702,0.399025421,3129.037037
0.825770833,0.368784847,3023.960993
0.535857412,0.226193988,3936.848178
0.54292315,0.26775856,4020.88664
0.37663125,0.235653796,876.5454545
0.425829286,0.23546861,931.6792763
0.686084091,0.190468467,2821.179558
0.671625182,0.22122172,2707.708075
0.848062143,0.106168795,4012.951456
0.895517667,0.118646558,3923.252632
0.461938619,0.273583153,2222.667254
0.3415835,0.188192691,2064.759657
0.321406281,0.122217513,3029.357265
0.299999606,0.146087428,3012.423387
