10	1424971305	0.14024577	-0.035683424	-0.200377197	0
38	1425402441	0.10367262	-0.093111554	-0.198899534	0
39	1425403115	0.362044834	0.077724416	-0.01363214	9
09	1424970412	-0.025645656	-0.06056462	-0.171891543	0
51	1425550161	-0.154088246	0.026606496	-0.319545036	0
26	1425317995	-0.092298722	-0.133706	-0.195891007	0
14	1425289297	-0.392919303	-0.369093198	0.513697395	3
50	1425489597	-0.164031474	-0.044852733	-0.2208838	0
27	1425375135	-0.115627659	0.001903705	-0.109905093	0
11	1424972915	0.370208936	-0.250439611	-0.047644871	9
33	1425380353	-0.191588863	-0.567093602	0.539806029	3
36	1425400072	-0.150409466	-0.077051799	0.267074422	3
01	1425572256	0.399911332	0.153291808	0.413336522	2
17	1425292358	0.11627622	-0.185430095	-0.219693138	0
24	1425315932	-0.189304922	-0.065838269	0.363598796	3
58	1425638379	0.014969842	-0.111149342	-0.141925587	0
46	1425485329	-0.224126289	-0.059248385	0.007387005	7
02	1425556002	0.178346829	0.076617732	-0.016479135	9
54	1425555253	-0.024715475	0.10960867	-0.218979419	0
09	1424970788	0.089271432	-0.033936649	-0.120510561	0
24	1425316255	-0.086123614	0.241100537	-0.102663946	5
02	1424950743	-0.179178036	0.223201325	0.009138398	5
27	1425374768	-0.118039136	0.075337844	-0.202745191	0
60	1425637335	0.411770628	-0.008244201	0.09049882	8
08	1424969149	-0.403873975	-0.466048209	0.359814021	3
12	1425034283	-0.112974176	0.160560386	-0.138021176	5
28	1425375604	-0.166322018	-0.364635057	0.232918529	3
43	1425466823	0.042437667	-0.079635377	-0.188513566	0
17	1425292071	0.091761784	0.532283811	0.266922199	4
32	1425379172	0.439842554	-0.049253288	0.08879929	9
23	1425313553	0.568793279	-0.0786277	0.196961528	8
49	1425487792	0.010754401	0.059378049	-0.271906672	0
57	1425573757	-0.27651457	0.362831904	0.373257986	1
33	1425379949	-0.028979581	-0.1426601	-0.174463731	0
03	1424964902	-0.141044727	0.371875481	0.258512053	4
23	1425313987	-0.024602299	-0.005134655	-0.284563911	0
42	1425464875	-0.160606078	-0.183654529	-0.109619531	7
36	1425399932	0.051736502	0.031003408	0.057957466	9
02	1424950384	-0.185133815	0.057003548	-0.17661931	0
60	1425637642	-0.033006677	0.006080096	-0.280119346	0
57	1425573938	-0.09305925	-0.131492974	-0.270592486	0
03	1424965013	-0.262724227	0.566025579	0.380431626	4
08	1424969366	0.760867895	-0.10783326	0.341027421	8
04	1424965752	-0.154757243	0.025441922	-0.155478638	0
58	1425575125	-0.183602156	0.25091731	-0.164943525	5
10	1424971902	-0.261224413	-0.520501369	0.171617677	3
53	1425552180	-0.188289676	-0.113784394	-0.202909532	7
53	1425552313	0.017366149	0.078359664	0.116031322	5
56	1425572838	0.391074366	-0.083914931	0.242613511	8
48	1425487015	0.24322815	-0.041353741	-0.087984652	9
16	1425291448	0.053677405	0.492018699	0.375512509	4
54	1425555295	-0.134661081	-0.122135069	-0.282698322	0
07	1424967845	-0.332450848	-0.286152942	0.254852882	3
13	1425037901	-0.285271383	-0.362267256	-0.041223025	3
18	1425293574	-0.051643896	-0.051925023	-0.124877235	0
44	1425468583	-0.087692139	0.161961402	-0.353480021	0
38	1425402716	0.22838186	-0.044185105	-0.033801452	9
30	1425378008	0.554475566	-0.058622279	0.068550444	8
23	1425314147	0.033676382	0.097145668	-0.153944492	0
32	1425379596	0.312512995	0.026455139	0.197176682	8
