1424947916,65,201502, NOGALES01
1424947673,25,201502, NOGALES01
1425572139,25,201503, NOGALES01
1425572256,50,201503, NOGALES01
1425572016,0,201503, NOGALES01
1425572045,0,201503, NOGALES01
1425572405,80,201503, NOGALES01
1425572379,80,201503, NOGALES01
1425572167,25,201503, NOGALES01
1424950384,0,201502, NOGALES02
1425555855,0,201503, NOGALES02
1425555880,0,201503, NOGALES02
1425556093,50,201503, NOGALES02
1425556120,50,201503, NOGALES02
1425555975,25,201503, NOGALES02
1425556214,80,201503, NOGALES02
1425556002,25,201503, NOGALES02
1424964878,25,201502, NOGALES03
1424964712,0,201502, NOGALES03
1424965038,50,201502, NOGALES03
1424964902,25,201502, NOGALES03
1424965013,50,201502, NOGALES03
1424965136,80,201502, NOGALES03
1424965752,50,201502, NOGALES04
1424965896,80,201502, NOGALES04
1424965647,25,201502, NOGALES04
1424965463,0,201502, NOGALES04
1424965495,0,201502, NOGALES04
1424965791,50,201502, NOGALES04
1424965616,25,201502, NOGALES04
1424966354,25,201502, NOGALES05
1424966324,25,201502, NOGALES05
1424966175,0,201502, NOGALES05
1424966214,0,201502, NOGALES05
1424966454,50,201502, NOGALES05
1424966587,80,201502, NOGALES05
1424967210,50,201502, NOGALES06
1424966840,0,201502, NOGALES06
1424967168,50,201502, NOGALES06
1424967037,25,201502, NOGALES06
1424967002,25,201502, NOGALES06
1424967358,80,201502, NOGALES06
1424967327,80,201502, NOGALES06
1424968105,25,201502, NOGALES07
1424968494,80,201502, NOGALES07
1424967845,0,201502, NOGALES07
1424968035,25,201502, NOGALES07
1424967801,0,201502, NOGALES07
1424968545,80,201502, NOGALES07
1424968277,50,201502, NOGALES07
1424968327,50,201502, NOGALES07
1424968992,0,201502, NOGALES08
1424969149,25,201502, NOGALES08
1424969549,80,201502, NOGALES08
1424969514,80,201502, NOGALES08
1424969366,50,201502, NOGALES08
1424969332,50,201502, NOGALES08
1424968950,0,201502, NOGALES08
1424969188,25,201502, NOGALES08
1424970412,0,201502, NOGALES09
1424970788,50,201502, NOGALES09
1424970530,25,201502, NOGALES09
1424970755,50,201502, NOGALES09
1424970366,0,201502, NOGALES09
1424970589,25,201502, NOGALES09
1424970891,80,201502, NOGALES09
1424970561,25,201502, NOGALES09
1424971305,0,201502, NOGALES10
1424971345,0,201502, NOGALES10
1424971902,80,201502, NOGALES10
1424971864,80,201502, NOGALES10
1424971680,50,201502, NOGALES10
1424971539,25,201502, NOGALES10
1424971721,50,201502, NOGALES10
1424971499,25,201502, NOGALES10
1424973356,50,201502, NOGALES11
1424973293,50,201502, NOGALES11
1424972980,0,201502, NOGALES11
1424972915,0,201502, NOGALES11
1425034597,80,201502, NOGALES12
1425034133,0,201502, NOGALES12
1425034634,80,201502, NOGALES12
1425034396,50,201502, NOGALES12
1425034425,50,201502, NOGALES12
1425034102,0,201502, NOGALES12
1425034283,25,201502, NOGALES12
1425034256,25,201502, NOGALES12
1425037618,0,201502, NOGALES13
1425037731,25,201502, NOGALES13
1425037901,50,201502, NOGALES13
1425037761,25,201502, NOGALES13
1425037581,0,201502, NOGALES13
1425037869,50,201502, NOGALES13
1425038069,80,201502, NOGALES13
1425288797,0,201503, NOGALES14
1425288830,0,201503, NOGALES14
1425289297,80,201503, NOGALES14
1425289012,25,201503, NOGALES14
1425289167,50,201503, NOGALES14
1425288970,0,201503, NOGALES14
1425289270,80,201503, NOGALES14
1425288940,0,201503, NOGALES14
1425289141,50,201503, NOGALES14
1425289038,25,201503, NOGALES14
1425290750,0,201503, NOGALES15
1425291448,25,201503, NOGALES16
1425291688,80,201503, NOGALES16
1425291415,25,201503, NOGALES16
1425291265,0,201503, NOGALES16
1425291229,0,201503, NOGALES16
1425291548,50,201503, NOGALES16
1425292358,25,201503, NOGALES17
1425292872,80,201503, NOGALES17
1425292125,0,201503, NOGALES17
1425292617,50,201503, NOGALES17
1425292071,0,201503, NOGALES17
1425292307,25,201503, NOGALES17
1425292567,50,201503, NOGALES17
1425292823,80,201503, NOGALES17
1425293574,0,201503, NOGALES18
1425294072,80,201503, NOGALES18
1425293784,25,201503, NOGALES18
1425293934,50,201503, NOGALES18
1425293906,50,201503, NOGALES18
1425294041,80,201503, NOGALES18
1425293756,25,201503, NOGALES18
1425293602,0,201503, NOGALES18
1425294764,25,201503, NOGALES19
1425294623,0,201503, NOGALES19
1425469604,50,201503, NOGALES19
1425469739,80,201503, NOGALES19
1425294795,25,201503, NOGALES19
1425469633,50,201503, NOGALES19
1425294655,0,201503, NOGALES19
1425469774,80,201503, NOGALES19
1425295807,80,201503, NOGALES20
1425295325,0,201503, NOGALES20
1425295639,50,201503, NOGALES20
1425295463,25,201503, NOGALES20
1425295677,50,201503, NOGALES20
1425295284,0,201503, NOGALES20
1425295500,25,201503, NOGALES20
1425295841,80,201503, NOGALES20
1425311612,25,201503, NOGALES21
1425311807,50,201503, NOGALES21
1425311441,0,201503, NOGALES21
1425311928,80,201503, NOGALES21
1425311480,0,201503, NOGALES21
1425311963,80,201503, NOGALES21
1425311774,50,201503, NOGALES21
1425311648,25,201503, NOGALES21
1425313307,80,201503, NOGALES22
1425313031,25,201503, NOGALES22
1425312998,25,201503, NOGALES22
1425313339,80,201503, NOGALES22
1425313182,50,201503, NOGALES22
1425313145,50,201503, NOGALES22
1425312874,0,201503, NOGALES22
1425313987,50,201503, NOGALES23
1425314147,80,201503, NOGALES23
1425313947,50,201503, NOGALES23
1425313744,25,201503, NOGALES23
1425313782,25,201503, NOGALES23
1425313602,0,201503, NOGALES23
