125,5,2,,,,,
nan,92,94,95,93,100,94.8,
92,nan,95,91,99,92,93.8,
94,95,nan,95,96,94,94.8,
95,91,95,nan,91,95,93.4,
93,99,96,91,nan,93,94.4,
100,92,94,95,93,nan,94.8,94.33333333
 ,,,,,,,
131,6,4,,,,,
nan,74,74,73,74,70,73,
74,nan,100,99,100,88,92.2,
74,100,nan,99,100,88,92.2,
73,99,99,nan,99,87,91.4,
74,100,100,99,nan,88,92.2,
70,88,88,87,88,nan,84.2,87.53333333
 ,,,,,,,
131,7,4,,,,,
nan,86,86,99,98,86,91,
86,nan,99,86,87,100,91.6,
86,99,nan,86,87,99,91.4,
99,86,86,nan,98,86,91,
98,87,87,98,nan,87,91.4,
86,100,99,86,87,nan,91.6,91.33333333
 ,,,,,,,
129,3,6,,,,,
nan,70,100,70,66,71,75.4,
70,nan,70,100,88,99,85.4,
100,70,nan,70,66,71,75.4,
70,100,70,nan,88,99,85.4,
66,88,66,88,nan,88,79.2,
71,99,71,99,88,nan,85.6,
 ,,,,,,,
134,4,4,,,,,
nan,100,83,98,90,78,89.8,
100,nan,83,98,90,78,89.8,
83,83,nan,84,90,92,86.4,
98,98,84,nan,91,78,89.8,
90,90,90,91,nan,83,88.8,
78,78,92,78,83,nan,81.8,
 ,,,,,,,
128,4,2,,,,,
nan,71,72,69,99,58,73.8,
71,nan,88,87,70,79,79,
72,88,nan,94,72,79,81,
69,87,94,nan,68,84,80.4,
99,70,72,68,nan,57,73.2,
58,79,79,84,57,nan,71.4,
 ,,,,,,,
133,2,5,,,,,
nan,46,41,66,43,87,56.6,
46,nan,70,42,63,42,52.6,
41,70,nan,47,90,37,57,
66,42,47,nan,53,67,55,
43,63,90,53,nan,40,57.8,
87,42,37,67,40,nan,54.6,
 ,,,,,,,
134,6,4,,,,,
nan,75,100,82,99,75,86.2,
75,nan,75,89,74,100,82.6,
100,75,nan,82,99,75,86.2,
82,89,82,nan,81,89,84.6,
99,74,99,81,nan,74,85.4,
75,100,75,89,74,nan,82.6,
 ,,,,,,,
125,7,7,,,,,
nan,75,100,99,99,99,94.4,
75,nan,75,75,75,75,75,
100,75,nan,99,99,99,94.4,
99,75,99,nan,99,99,94.2,
99,75,99,99,nan,99,94.2,
99,75,99,99,99,nan,94.2,
 ,,,,,,,
132,7,7,,,,,
nan,67,86,99,99,62,82.6,
67,nan,62,66,67,51,62.6,
86,62,nan,86,87,56,75.4,
99,66,86,nan,99,62,82.4,
99,67,87,99,nan,62,82.8,
62,51,56,62,62,nan,58.6,
 ,,,,,,,
129,2,3,,,,,
nan,89,75,61,79,92,79.2,
89,nan,78,64,73,94,79.6,
75,78,nan,64,74,79,74,
61,64,64,nan,57,63,61.8,
79,73,74,57,nan,72,71,
92,94,79,63,72,nan,80,
 ,,,,,,,
130,2,3,,,,,
nan,71,62,80,51,52,63.2,
71,nan,85,86,68,67,75.4,
62,85,nan,77,75,68,73.4,
80,86,77,nan,63,64,74,
51,68,75,63,nan,70,65.4,
52,67,68,64,70,nan,64.2,
 ,,,,,,,
131,4,4,,,,,
nan,59,99,60,59,60,67.4,
59,nan,59,97,98,97,82,
99,59,nan,60,59,60,67.4,
60,97,60,nan,98,100,83,
59,98,59,98,nan,98,82.4,
60,97,60,100,98,nan,83,
 ,,,,,,,
133,4,3,,,,,
nan,92,96,96,97,92,94.6,
92,nan,95,96,94,100,95.4,
96,95,nan,99,99,95,96.8,
96,96,99,nan,98,96,97,
97,94,99,98,nan,94,96.4,
92,100,95,96,94,nan,95.4,95.93333333
 ,,,,,,,
130,2,7,,,,,
nan,48,99,97,96,78,83.6,
48,nan,48,49,50,45,48,
99,48,nan,98,96,78,83.8,
97,49,98,nan,98,78,84,
96,50,96,98,nan,77,83.4,
78,45,78,78,77,nan,71.2,
 ,,,,,,,
125,6,7,,,,,
nan,98,98,98,96,99,97.8,
98,nan,100,98,96,99,98.2,
98,100,nan,98,96,99,98.2,
98,98,98,nan,96,98,97.6,
96,96,96,96,nan,96,96,
99,99,99,98,96,nan,98.2,97.66666667
 ,,,,,,,
133,6,2,,,,,
nan,97,97,97,98,98,97.4,
97,nan,99,100,96,96,97.6,
97,99,nan,99,95,95,97,
97,100,99,nan,96,96,97.6,
98,96,95,96,nan,100,97,
98,96,95,96,100,nan,97,97.26666667
 ,,,,,,,
134,6,2,,,,,
nan,87,62,61,79,62,70.2,
87,nan,54,54,90,55,68,
62,54,nan,97,50,98,72.2,
61,54,97,nan,50,97,71.8,
79,90,50,50,nan,50,63.8,
62,55,98,97,50,nan,72.4,
 ,,,,,,,
127,4,6,,,,,
nan,100,100,100,100,100,100,
100,nan,100,100,100,100,100,
100,100,nan,100,100,100,100,
100,100,100,nan,100,100,100,
100,100,100,100,nan,100,100,
100,100,100,100,100,nan,100,
 ,,,,,,,
135,2,6,,,,,
nan,97,99,97,97,97,97.4,
97,nan,98,100,100,100,99,
99,98,nan,98,98,98,98.2,
97,100,98,nan,100,100,99,
97,100,98,100,nan,100,99,
97,100,98,100,100,nan,99,98.6
 ,,,,,,,
130,5,2,,,,,
nan,95,96,97,96,99,96.6,
95,nan,99,98,99,96,97.4,
96,99,nan,97,100,97,97.8,
97,98,97,nan,97,98,97.4,
96,99,100,97,nan,97,97.8,
99,96,97,98,97,nan,97.4,97.4
 ,,,,,,,
129,3,3,,,,,
nan,96,92,98,92,93,94.2,
96,nan,94,94,94,95,94.6,
92,94,nan,92,99,97,94.8,
98,94,92,nan,92,94,94,
92,94,99,92,nan,97,94.8,
93,95,97,94,97,nan,95.2,94.6
 ,,,,,,,
130,6,2,,,,,
nan,95,95,96,100,95,96.2,
95,nan,100,98,95,98,97.2,
95,100,nan,98,95,98,97.2,
96,98,98,nan,96,98,97.2,
100,95,95,96,nan,95,96.2,
95,98,98,98,95,nan,96.8,96.8
 ,,,,,,,
131,2,3,,,,,
nan,86,92,81,65,79,80.6,
86,nan,90,77,58,78,77.8,
92,90,nan,77,61,77,79.4,
81,77,77,nan,75,92,80.4,
65,58,61,75,nan,74,66.6,
79,78,77,92,74,nan,80,
 ,,,,,,,
130,6,5,,,,,
nan,99,84,18,99,91,78.2,
99,nan,84,18,99,91,78.2,
84,84,nan,22,85,92,73.4,
18,18,22,nan,18,20,19.2,
99,99,85,18,nan,92,78.6,
91,91,92,20,92,nan,77.2,
 ,,,,,,,
127,4,6,,,,,
nan,95,95,95,95,95,95,
95,nan,100,100,100,100,99,
95,100,nan,100,100,100,99,
95,100,100,nan,100,100,99,
95,100,100,100,nan,100,99,
95,100,100,100,100,nan,99,
 ,,,,,,,
135,4,3,,,,,
nan,94,96,94,96,97,95.4,
94,nan,97,100,97,97,97,
96,97,nan,97,100,99,97.8,
94,100,97,nan,97,97,97,
96,97,100,97,nan,99,97.8,
97,97,99,97,99,nan,97.8,97.13333333
 ,,,,,,,
128,2,4,,,,,
nan,46,37,51,95,48,55.4,
46,nan,80,69,46,81,64.4,
37,80,nan,63,37,73,58,
51,69,63,nan,51,68,60.4,
95,46,37,51,nan,49,55.6,
48,81,73,68,49,nan,63.8,
 ,,,,,,,
130,3,3,,,,,
nan,98,98,98,97,98,97.8,
98,nan,100,100,97,99,98.8,
98,100,nan,100,97,99,98.8,
98,100,100,nan,97,99,98.8,
97,97,97,97,nan,98,97.2,
98,99,99,99,98,nan,98.6,98.33333333
 ,,,,,,,
134,5,3,,,,,
nan,97,99,97,97,97,97.4,
97,nan,97,100,98,98,98,
99,97,nan,97,98,98,97.8,
97,100,97,nan,98,98,98,
97,98,98,98,nan,100,98.2,
97,98,98,98,100,nan,98.2,97.93333333
 ,,,,,,,
126,3,2,,,,,
nan,94,87,94,100,96,94.2,
94,nan,84,88,94,95,91,
87,84,nan,93,87,88,87.8,
94,88,93,nan,94,91,92,
100,94,87,94,nan,96,94.2,
96,95,88,91,96,nan,93.2,92.06666667
 ,,,,,,,
135,6,2,,,,,
