132,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,76,70,55,68,92,42,89,81,84,96,86,86,97,99,87,94,92,89,nan,82.68421053,77.73684211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,90,99,96,99,99,96,96,93,99,96,99,99,99,96,96,96,96,99,99,96.94736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,nan,90,93,90,90,93,93,82,90,93,90,90,90,93,93,93,93,90,90,90.84210526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,90,nan,96,99,99,96,96,93,99,96,99,99,99,96,96,96,96,99,99,96.94736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,93,96,nan,96,96,99,99,90,96,99,96,96,96,99,99,99,99,96,96,96.63157895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,90,99,96,nan,99,96,96,93,99,96,100,100,99,96,96,96,96,99,99,97.05263158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,90,99,96,99,nan,96,96,93,99,96,99,99,99,96,96,96,96,99,99,96.94736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,93,96,99,96,96,nan,99,90,96,99,96,96,96,99,99,99,99,96,96,96.63157895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,93,96,99,96,96,99,nan,90,96,99,96,96,96,99,99,99,99,96,96,96.63157895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,82,93,90,93,93,90,90,nan,93,90,93,93,93,90,90,90,90,93,93,91.15789474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,90,99,96,99,99,96,96,93,nan,96,99,99,99,96,96,96,96,99,99,96.94736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,93,96,99,96,96,99,99,90,96,nan,96,96,96,99,99,99,99,96,96,96.63157895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,90,99,96,100,99,96,96,93,99,96,nan,100,99,96,96,96,96,99,99,97.05263158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,90,99,96,100,99,96,96,93,99,96,100,nan,99,96,96,96,96,99,99,97.05263158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,90,99,96,99,99,96,96,93,99,96,99,99,nan,96,96,96,96,99,99,96.94736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,93,96,99,96,96,99,99,90,96,99,96,96,96,nan,99,99,99,96,96,96.63157895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,93,96,99,96,96,99,99,90,96,99,96,96,96,99,nan,99,99,96,96,96.63157895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,93,96,99,96,96,99,99,90,96,99,96,96,96,99,99,nan,99,96,96,96.63157895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,93,96,99,96,96,99,99,90,96,99,96,96,96,99,99,99,nan,96,96,96.63157895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,90,99,96,99,99,96,96,93,99,96,99,99,99,96,96,96,96,nan,99,96.94736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,90,99,96,99,99,96,96,93,99,96,99,99,99,96,96,96,96,99,nan,96.94736842,96.20498615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,96,56,77,82,85,89,78,87,89,86,88,58,89,58,89,77,93,97,86,82.10526316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,nan,57,78,85,88,91,80,89,91,87,91,60,92,60,91,79,95,97,87,83.89473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,57,nan,51,63,65,63,72,65,64,57,63,95,63,91,63,51,57,55,55,63.47368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,78,51,nan,78,72,74,67,73,74,75,75,54,74,55,73,95,79,76,78,72.52631579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,85,63,78,nan,90,91,83,91,91,88,90,63,90,63,91,77,85,83,87,82.68421053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,88,65,72,90,nan,96,90,98,94,85,95,65,94,65,95,73,87,86,83,84.52631579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,91,63,74,91,96,nan,87,97,96,87,95,64,94,64,98,74,89,88,86,85.42105263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,80,72,67,83,90,87,nan,89,88,79,88,73,87,70,87,68,80,78,77,80.05263158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,89,65,73,91,98,97,89,nan,95,86,95,65,94,65,97,74,88,87,84,85.21052632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,91,64,74,91,94,96,88,95,nan,89,97,65,98,66,97,75,91,89,86,86.05263158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,87,57,75,88,85,87,79,86,89,nan,87,58,88,58,89,75,88,85,95,81.15789474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,91,63,75,90,95,95,88,95,97,87,nan,66,99,66,95,76,90,89,85,85.78947368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,60,95,54,63,65,64,73,65,65,58,66,nan,65,95,63,54,60,58,56,65.10526316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,92,63,74,90,94,94,87,94,98,88,99,65,nan,66,95,76,91,89,86,85.78947368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,60,91,55,63,65,64,70,65,66,58,66,95,66,nan,64,56,60,58,56,65.05263158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,91,63,73,91,95,98,87,97,97,89,95,63,95,64,nan,74,89,88,87,85.52631579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,79,51,95,77,73,74,68,74,75,75,76,54,76,56,74,nan,80,77,78,73.10526316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,95,57,79,85,87,89,80,88,91,88,90,60,91,60,89,80,nan,93,88,83.31578947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,97,55,76,83,86,88,78,87,89,85,89,58,89,58,88,77,93,nan,85,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,87,55,78,87,83,86,77,84,86,95,85,56,86,56,87,78,88,85,nan,80.26315789,79.62049862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,21,19,33,25,42,22,42,35,5,46,17,34,31,26,37,32,36,74,55,33.26315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,nan,44,68,36,34,63,31,35,44,28,29,48,48,26,30,33,34,17,20,36.26315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,44,nan,48,40,37,37,37,46,49,33,59,40,46,57,23,49,19,12,19,37.57894737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,68,48,nan,29,43,51,36,43,33,39,29,53,50,28,26,35,32,28,32,38.73684211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,36,40,29,nan,35,31,53,39,53,42,39,33,34,37,46,31,15,21,35,35.47368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,34,37,43,35,nan,42,52,35,22,38,41,44,50,41,41,38,26,35,34,38.42105263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,63,37,51,31,42,nan,39,33,32,24,28,64,59,27,44,35,25,20,17,36.47368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,31,37,36,53,52,39,nan,36,21,34,32,43,44,33,48,41,22,34,30,37.26315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,46,43,39,35,33,36,nan,47,63,35,47,42,37,21,38,20,36,45,38.57894737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,44,49,33,53,22,32,21,47,nan,40,43,30,32,34,18,28,15,2,21,29.94736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,28,33,39,42,38,24,34,63,40,nan,37,36,32,32,24,29,21,49,60,37.21052632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,29,59,29,39,41,28,32,35,43,37,nan,33,45,72,23,49,18,14,16,34.68421053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,48,40,53,33,44,64,43,47,30,36,33,nan,63,33,41,45,22,27,26,40.10526316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,48,46,50,34,50,59,44,42,32,32,45,63,nan,40,42,53,24,22,20,40.89473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26,57,28,37,41,27,33,37,34,32,72,33,40,nan,27,55,23,23,20,35.31578947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,30,23,26,46,41,44,48,21,18,24,23,41,42,27,nan,29,18,32,24,31.26315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,33,49,35,31,38,35,41,38,28,29,49,45,53,55,29,nan,28,26,21,36.57894737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,34,19,32,15,26,25,22,20,15,21,18,22,24,23,18,28,nan,33,30,24.26315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,17,12,28,21,35,20,34,36,2,49,14,27,22,23,32,26,33,nan,68,30.15789474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
