131,2,7,2
 
127,8,6,4
 
51.0,94.0,51.0,nan,100.0,74.0
51.0,94.0,51.0,100.0,nan,74.0
140,6,4,3
 
nan,59.0,68.0,66.0,59.0,63.0
59.0,nan,74.0,86.0,100.0,79.75
68.0,74.0,nan,78.0,74.0,73.5
66.0,86.0,78.0,nan,86.0,79.0
59.0,100.0,74.0,86.0,nan,79.75
140,7,3,2
 
nan,93.0,100.0,100.0,100.0,98.25
93.0,nan,93.0,93.0,93.0,93.0
100.0,93.0,nan,100.0,100.0,98.25
100.0,93.0,100.0,nan,100.0,98.25
100.0,93.0,100.0,100.0,nan,98.25
133,7,2,3
 
nan,73.0,73.0,71.0,73.0,72.5
73.0,nan,100.0,86.0,100.0,89.75
73.0,100.0,nan,86.0,100.0,89.75
71.0,86.0,86.0,nan,86.0,82.25
73.0,100.0,100.0,86.0,nan,89.75
126,7,3,2
 
nan,100.0,100.0,92.0,92.0,96.0
100.0,nan,100.0,92.0,92.0,96.0
100.0,100.0,nan,92.0,92.0,96.0
92.0,92.0,92.0,nan,85.0,90.25
92.0,92.0,92.0,85.0,nan,90.25
140,5,3,4
 
nan,63.0,86.0,57.0,78.0,71.0
63.0,nan,75.0,59.0,83.0,70.0
86.0,75.0,nan,68.0,65.0,73.5
57.0,59.0,68.0,nan,51.0,58.75
78.0,83.0,65.0,51.0,nan,69.25
131,4,4,2
 
nan,100.0,91.0,42.0,94.0,81.75
100.0,nan,91.0,42.0,94.0,81.75
91.0,91.0,nan,38.0,86.0,76.5
42.0,42.0,38.0,nan,47.0,42.25
94.0,94.0,86.0,47.0,nan,80.25
132,4,4,3
 
nan,53.0,53.0,53.0,53.0,53.0
53.0,nan,88.0,100.0,100.0,85.25
53.0,88.0,nan,88.0,88.0,79.25
53.0,100.0,88.0,nan,100.0,85.25
53.0,100.0,88.0,100.0,nan,85.25
128,2,3,3
 
nan,65.0,69.0,69.0,81.0,71.0
65.0,nan,86.0,86.0,71.0,77.0
69.0,86.0,nan,100.0,80.0,83.75
69.0,86.0,100.0,nan,80.0,83.75
81.0,71.0,80.0,80.0,nan,78.0
131,5,6,2
 
nan,100.0,100.0,100.0,100.0,100.0
100.0,nan,100.0,100.0,100.0,100.0
100.0,100.0,nan,100.0,100.0,100.0
100.0,100.0,100.0,nan,100.0,100.0
100.0,100.0,100.0,100.0,nan,100.0
133,5,3,4
 
139,3,6,2
 
nan,22.0,100.0,8.0,3.0,33.25
22.0,nan,22.0,54.0,35.0,33.25
100.0,22.0,nan,8.0,3.0,33.25
8.0,54.0,8.0,nan,56.0,31.5
3.0,35.0,3.0,56.0,nan,24.25
140,6,6,2
 
nan,100.0,100.0,93.0,100.0,98.25
100.0,nan,100.0,93.0,100.0,98.25
100.0,100.0,nan,93.0,100.0,98.25
93.0,93.0,93.0,nan,93.0,93.0
100.0,100.0,100.0,93.0,nan,98.25
133,7,7,3
 
nan,86.0,100.0,86.0,95.0,91.75
86.0,nan,86.0,100.0,82.0,88.5
100.0,86.0,nan,86.0,95.0,91.75
86.0,100.0,86.0,nan,82.0,88.5
95.0,82.0,95.0,82.0,nan,88.5
125,4,8,2
 
nan,100.0,100.0,100.0,100.0,100.0
100.0,nan,100.0,100.0,100.0,100.0
100.0,100.0,nan,100.0,100.0,100.0
100.0,100.0,100.0,nan,100.0,100.0
100.0,100.0,100.0,100.0,nan,100.0
135,4,6,4
 
nan,87.0,88.0,75.0,85.0,83.75
87.0,nan,97.0,81.0,98.0,90.75
88.0,97.0,nan,84.0,95.0,91.0
75.0,81.0,84.0,nan,79.0,79.75
85.0,98.0,95.0,79.0,nan,89.25
128,3,6,4
 
nan,95.0,100.0,96.0,75.0,91.5
95.0,nan,95.0,96.0,79.0,91.25
100.0,95.0,nan,96.0,75.0,91.5
96.0,96.0,96.0,nan,78.0,91.5
75.0,79.0,75.0,78.0,nan,76.75
139,8,5,3
 
