139,3,4,2
 
139,3,4,2
 
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0
 
Silhouette=,0.63260727696177488
127,7,3,2
 
0.0,3.0,4.0,3.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,4.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,1.0,4.0,6.0,2.0,3.0,4.0,6.0,6.0,3.0,4.0,6.0,4.0,5.0,4.0,4.0,6.0,4.0,4.0,4.0
 
Silhouette=,0.54016002916319772
136,2,7,2
 
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0
 
Silhouette=,0.56269882070202482
128,6,8,3
 
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0
 
Silhouette=,0.76584414296021108
