135,3,5,3
 
nan,91.0,93.0,93.0,93.0,92.5
91.0,nan,97.0,97.0,97.0,95.5
93.0,97.0,nan,100.0,100.0,97.5
93.0,97.0,100.0,nan,100.0,97.5
93.0,97.0,100.0,100.0,nan,97.5
139,2,4,3
 
nan,46.0,74.0,55.0,53.0,57.0
46.0,nan,39.0,58.0,69.0,53.0
74.0,39.0,nan,44.0,46.0,50.75
55.0,58.0,44.0,nan,50.0,51.75
53.0,69.0,46.0,50.0,nan,54.5
131,4,2,3
 
nan,96.0,95.0,58.0,95.0,86.0
96.0,nan,98.0,59.0,98.0,87.75
95.0,98.0,nan,59.0,100.0,88.0
58.0,59.0,59.0,nan,59.0,58.75
95.0,98.0,100.0,59.0,nan,88.0
125,5,3,2
 
nan,94.0,94.0,95.0,99.0,95.5
94.0,nan,99.0,99.0,93.0,96.25
94.0,99.0,nan,99.0,94.0,96.5
95.0,99.0,99.0,nan,94.0,96.75
99.0,93.0,94.0,94.0,nan,95.0
130,6,7,4
 
nan,99.0,100.0,99.0,100.0,99.5
99.0,nan,99.0,98.0,99.0,98.75
100.0,99.0,nan,99.0,100.0,99.5
99.0,98.0,99.0,nan,99.0,98.75
100.0,99.0,100.0,99.0,nan,99.5
133,7,5,3
 
133,7,6,2
 
nan,100.0,97.0,97.0,97.0,97.75
100.0,nan,97.0,97.0,97.0,97.75
97.0,97.0,nan,95.0,100.0,97.25
97.0,97.0,95.0,nan,95.0,96.0
97.0,97.0,100.0,95.0,nan,97.25
130,7,6,2
 
nan,92.0,92.0,95.0,100.0,94.75
92.0,nan,100.0,97.0,92.0,95.25
92.0,100.0,nan,97.0,92.0,95.25
95.0,97.0,97.0,nan,95.0,96.0
100.0,92.0,92.0,95.0,nan,94.75
132,6,6,3
 
nan,97.0,94.0,95.0,94.0,95.0
97.0,nan,91.0,97.0,91.0,94.0
94.0,91.0,nan,94.0,100.0,94.75
95.0,97.0,94.0,nan,94.0,95.0
94.0,91.0,100.0,94.0,nan,94.75
135,4,7,4
 
nan,98.0,99.0,99.0,97.0,98.25
98.0,nan,99.0,99.0,96.0,98.0
99.0,99.0,nan,100.0,96.0,98.5
99.0,99.0,100.0,nan,96.0,98.5
97.0,96.0,96.0,96.0,nan,96.25
138,2,3,2
 
nan,88.0,77.0,98.0,70.0,83.25
88.0,nan,83.0,87.0,77.0,83.75
77.0,83.0,nan,75.0,89.0,81.0
98.0,87.0,75.0,nan,68.0,82.0
70.0,77.0,89.0,68.0,nan,76.0
135,8,6,3
 
126,7,2,4
 
nan,95.0,100.0,100.0,82.0,94.25
95.0,nan,95.0,95.0,81.0,91.5
100.0,95.0,nan,100.0,82.0,94.25
100.0,95.0,100.0,nan,82.0,94.25
82.0,81.0,82.0,82.0,nan,81.75
128,7,5,4
 
nan,75.0,77.0,75.0,77.0,76.0
75.0,nan,98.0,100.0,98.0,92.75
77.0,98.0,nan,98.0,100.0,93.25
75.0,100.0,98.0,nan,98.0,92.75
77.0,98.0,100.0,98.0,nan,93.25
138,6,8,3
 
nan,91.0,99.0,95.0,99.0,96.0
91.0,nan,91.0,87.0,91.0,90.0
99.0,91.0,nan,94.0,99.0,95.75
95.0,87.0,94.0,nan,94.0,92.5
99.0,91.0,99.0,94.0,nan,95.75
131,4,4,2
 
nan,100.0,100.0,42.0,97.0,84.75
100.0,nan,100.0,42.0,97.0,84.75
100.0,100.0,nan,42.0,97.0,84.75
42.0,42.0,42.0,nan,41.0,41.75
97.0,97.0,97.0,41.0,nan,83.0
130,4,7,4
 
nan,97.0,97.0,97.0,95.0,96.5
97.0,nan,98.0,99.0,97.0,97.75
97.0,98.0,nan,99.0,97.0,97.75
97.0,99.0,99.0,nan,97.0,98.0
95.0,97.0,97.0,97.0,nan,96.5
138,7,8,4
 
134,5,4,2
 
nan,97.0,97.0,95.0,95.0,96.0
97.0,nan,100.0,93.0,93.0,95.75
97.0,100.0,nan,93.0,93.0,95.75
95.0,93.0,93.0,nan,100.0,95.25
95.0,93.0,93.0,100.0,nan,95.25
140,8,2,3
 
nan,97.0,93.0,95.0,95.0,95.0
97.0,nan,95.0,97.0,97.0,96.5
93.0,95.0,nan,97.0,97.0,95.5
95.0,97.0,97.0,nan,100.0,97.25
95.0,97.0,97.0,100.0,nan,97.25
